current_season,month,numerator,population,jurisdiction,estimate,age_group_label,legend 
2022-23,SEP,46025,2056433,North Carolina,0.0224,50-64 years,"2022-23, North Carolina: 50-64 years"
2021-22,APR,17917,157912,Mississippi,0.1135,9-12 years,"2021-22, Mississippi: 9-12 years"
2021-22,JUL,21,645996,Connecticut,0,65+ years,"2021-22, Connecticut: 65+ years"
2021-22,JUL,10,241497,Louisiana,0,9-12 years,"2021-22, Louisiana: 9-12 years"
2021-22,JUN,18008,157912,Mississippi,0.114,9-12 years,"2021-22, Mississippi: 9-12 years"
2021-22,MAR,15032,34451,New Mexico,0.4363,6-23 months,"2021-22, New Mexico: 6-23 months"
2021-22,MAY,95751,171599,Pennsylvania (excluding Philadelphia County),0.558,6-23 months,"2021-22, Pennsylvania (excluding Philadelphia County): 6-23 months"
2022-23,SEP,63751,1190710,Missouri,0.0535,50-64 years,"2022-23, Missouri: 50-64 years"
2023-24,DEC,22651,55949,Maine,0.4049,9-12 years,"2023-24, Maine: 9-12 years"
2023-24,OCT,38592,218503,Maryland,0.1766,2-4 years,"2023-24, Maryland: 2-4 years"
2022-23,AUG,31,12020,N. Mariana Islands,0.0026,50-64 years,"2022-23, N. Mariana Islands: 50-64 years"
2022-23,AUG,25814,6846888.5,Tennessee,0.0038,Overall,"2022-23, Tennessee: Overall"
2022-23,FEB,,,Kansas,,9-12 years,"2022-23, Kansas: 9-12 years"
2022-23,NOV,581191,2237082,New York (excluding New York City),0.2598,6 months to 17 years,"2022-23, New York (excluding New York City): 6 months to 17 years"
2022-23,OCT,1828,76871,Marshall Islands,0.0238,Overall,"2022-23, Marshall Islands: Overall"
2022-23,SEP,41289,1209974,Texas,0.0341,2-4 years,"2022-23, Texas: 2-4 years"
2021-22,FEB,355553,1239735,Philadelphia,0.2868,18+ years,"2021-22, Philadelphia: 18+ years"
2021-22,MAR,,,Colorado,,2-4 years,"2021-22, Colorado: 2-4 years"
2022-23,AUG,,,Massachusetts,,2-4 years,"2022-23, Massachusetts: 2-4 years"
2022-23,FEB,,,Nebraska,,65+ years,"2022-23, Nebraska: 65+ years"
2022-23,JAN,2614437,10647521,Georgia,0.2455,Overall,"2022-23, Georgia: Overall"
2022-23,MAR,,,Massachusetts,,18-49 years,"2022-23, Massachusetts: 18-49 years"
2022-23,MAY,5002,31095,Wyoming,0.1609,9-12 years,"2022-23, Wyoming: 9-12 years"
2023-24,FEB,,,Virginia,,9-12 years,"2023-24, Virginia: 9-12 years"
2023-24,MAR,,,Virginia,,5-8 years,"2023-24, Virginia: 5-8 years"
2023-24,NOV,118275,587166,Nevada,0.2014,50-64 years,"2023-24, Nevada: 50-64 years"
2023-24,NOV,314940,1299127.5,Maryland,0.2424,6 months to 17 years,"2023-24, Maryland: 6 months to 17 years"
2021-22,AUG,427,504671,North Carolina,0.0008,5-8 years,"2021-22, North Carolina: 5-8 years"
2021-22,DEC,4046,14422,Alaska,0.2805,6-23 months,"2021-22, Alaska: 6-23 months"
2021-22,MAY,,,Virginia,,13-17 years,"2021-22, Virginia: 13-17 years"
2021-22,NOV,10147,53615.5,Mississippi,0.1893,6-23 months,"2021-22, Mississippi: 6-23 months"
2021-22,SEP,27780,742696,Philadelphia,0.0374,18-49 years,"2021-22, Philadelphia: 18-49 years"
2022-23,APR,376582,1278598,Indiana,0.2945,50-64 years,"2022-23, Indiana: 50-64 years"
2023-24,AUG,117,104306,New Mexico,0.0011,5-8 years,"2023-24, New Mexico: 5-8 years"
2023-24,OCT,4442,55856,West Virginia,0.0795,2-4 years,"2023-24, West Virginia: 2-4 years"
2022-23,AUG,21412,1884782,New Jersey,0.0114,6 months to 17 years,"2022-23, New Jersey: 6 months to 17 years"
2022-23,DEC,,,Virginia,,65+ years,"2022-23, Virginia: 65+ years"
2022-23,JUL,,,Massachusetts,,6-23 months,"2022-23, Massachusetts: 6-23 months"
2022-23,JUL,17,381593,Utah,0,65+ years,"2022-23, Utah: 65+ years"
2022-23,JUN,42185,136613,Oregon,0.3088,2-4 years,"2022-23, Oregon: 2-4 years"
2022-23,OCT,48156,201301,Delaware,0.2392,50-64 years,"2022-23, Delaware: 50-64 years"
2021-22,AUG,56,26160,District of Columbia,0.0021,2-4 years,"2021-22, District of Columbia: 2-4 years"
2021-22,FEB,655428,2020773,Michigan,0.3243,50-64 years,"2021-22, Michigan: 50-64 years"
2021-22,JUL,3574,55949,Maine,0.0639,9-12 years,"2021-22, Maine: 9-12 years"
2021-22,MAY,19404,54115,Nevada,0.3586,6-23 months,"2021-22, Nevada: 6-23 months"
2022-23,AUG,4913,53773,Maine,0.0914,5-8 years,"2022-23, Maine: 5-8 years"
2022-23,JUN,955129,8294423,North Carolina,0.1152,18+ years,"2022-23, North Carolina: 18+ years"
2023-24,DEC,72807,322101,Idaho,0.226,50-64 years,"2023-24, Idaho: 50-64 years"
2021-22,APR,43424,553690.5,Puerto Rico,0.0784,6 months to 17 years,"2021-22, Puerto Rico: 6 months to 17 years"
2021-22,DEC,,,Colorado,,Overall,"2021-22, Colorado: Overall"
2021-22,JUL,0,4073,U.S. Virgin Islands ,0,2-4 years,"2021-22, U.S. Virgin Islands : 2-4 years"
2022-23,MAR,145637,386838,New Mexico,0.3765,50-64 years,"2022-23, New Mexico: 50-64 years"
2023-24,MAR,1215391,2089234,Illinois,0.5817,65+ years,"2023-24, Illinois: 65+ years"
2023-24,MAR,1779792,8294423,North Carolina,0.2146,18+ years,"2023-24, North Carolina: 18+ years"
2023-24,NOV,,,New Hampshire,,Overall,"2023-24, New Hampshire: Overall"
2021-22,APR,293590,2273653,Mississippi,0.1291,18+ years,"2021-22, Mississippi: 18+ years"
2021-22,JAN,477020,1966287,California,0.2426,5-8 years,"2021-22, California: 5-8 years"
2021-22,JUL,5,33304,Delaware,0.0002,2-4 years,"2021-22, Delaware: 2-4 years"
2021-22,MAR,,,South Carolina,,18-49 years,"2021-22, South Carolina: 18-49 years"
2021-22,MAR,8924,26358,District of Columbia,0.3386,9-12 years,"2021-22, District of Columbia: 9-12 years"
2021-22,NOV,3850486,21623533,Florida,0.1781,Overall,"2021-22, Florida: Overall"
2023-24,JUL,1,499955,Mississippi,2.0002e-06,65+ years,"2023-24, Mississippi: 65+ years"
2023-24,NOV,50878,212202,Minnesota,0.2398,2-4 years,"2023-24, Minnesota: 2-4 years"
2023-24,SEP,574131,8789112,New York (excluding New York City),0.0653,18+ years,"2023-24, New York (excluding New York City): 18+ years"
2022-23,APR,,,Hawaii,,5-8 years,"2022-23, Hawaii: 5-8 years"
2022-23,FEB,69417,339143,Tennessee,0.2047,9-12 years,"2022-23, Tennessee: 9-12 years"
2022-23,MAR,1715796,6115723.5,Missouri,0.2806,Overall,"2022-23, Missouri: Overall"
2022-23,NOV,45690,213250,Utah,0.2143,9-12 years,"2022-23, Utah: 9-12 years"
2022-23,OCT,135118,672299,California,0.201,6-23 months,"2022-23, California: 6-23 months"
2022-23,OCT,4,16583,Republic of Palau,0.0002,18+ years,"2022-23, Republic of Palau: 18+ years"
2021-22,DEC,233260,536306,Arkansas,0.4349,65+ years,"2021-22, Arkansas: 65+ years"
2021-22,JUL,1,9510.5,Wyoming,0.0001,6-23 months,"2021-22, Wyoming: 6-23 months"
2021-22,MAR,176,12246,Federated States of Micronesia,0.0144,50-64 years,"2021-22, Federated States of Micronesia: 50-64 years"
2021-22,OCT,143733,583680,North Dakota,0.2463,18+ years,"2021-22, North Dakota: 18+ years"
2021-22,SEP,0,10382,Federated States of Micronesia,0,13-17 years,"2021-22, Federated States of Micronesia: 13-17 years"
2021-22,SEP,128744,4140953,Florida,0.0311,6 months to 17 years,"2021-22, Florida: 6 months to 17 years"
2023-24,JUL,17,178554.5,North Carolina,0.0001,6-23 months,"2023-24, North Carolina: 6-23 months"
2023-24,MAR,25062,159658,Nevada,0.157,9-12 years,"2023-24, Nevada: 9-12 years"
2022-23,MAR,321,10568,Republic of Palau,0.0304,18-49 years,"2022-23, Republic of Palau: 18-49 years"
2022-23,NOV,157706,1059160,Alabama,0.1489,6 months to 17 years,"2022-23, Alabama: 6 months to 17 years"
2022-23,SEP,693052,8922762,Pennsylvania (excluding Philadelphia County),0.0777,18+ years,"2022-23, Pennsylvania (excluding Philadelphia County): 18+ years"
2023-24,FEB,,,Kansas,,50-64 years,"2023-24, Kansas: 50-64 years"
2023-24,FEB,7632,101371,Federated States of Micronesia,0.0753,Overall,"2023-24, Federated States of Micronesia: Overall"
2023-24,JAN,677087,3364376,Washington,0.2013,18-49 years,"2023-24, Washington: 18-49 years"
2021-22,DEC,68456,1286583,Puerto Rico,0.0532,18-49 years,"2021-22, Puerto Rico: 18-49 years"
2021-22,MAY,107528,440269.5,Idaho,0.2442,6 months to 17 years,"2021-22, Idaho: 6 months to 17 years"
2021-22,MAY,172885,626171,Illinois,0.2761,9-12 years,"2021-22, Illinois: 9-12 years"
2021-22,OCT,,,Rhode Island,,Overall,"2021-22, Rhode Island: Overall"
2021-22,OCT,249024,1776063.5,West Virginia,0.1402,Overall,"2021-22, West Virginia: Overall"
2022-23,APR,1161,3754,N. Mariana Islands,0.3093,65+ years,"2022-23, N. Mariana Islands: 65+ years"
2023-24,DEC,2206224,7839742,Michigan,0.2814,18+ years,"2023-24, Michigan: 18+ years"
2023-24,FEB,102013,417969,Ohio,0.2441,2-4 years,"2023-24, Ohio: 2-4 years"
2023-24,FEB,,,Rhode Island,,6-23 months,"2023-24, Rhode Island: 6-23 months"
2023-24,JAN,12,928,Republic of Palau,0.0129,5-8 years,"2023-24, Republic of Palau: 5-8 years"
2023-24,JAN,212880,389911,New Mexico,0.546,65+ years,"2023-24, New Mexico: 65+ years"
2023-24,MAR,74419,475421,Michigan,0.1565,9-12 years,"2023-24, Michigan: 9-12 years"
2021-22,AUG,1,3481,American Samoa,0.0003,5-8 years,"2021-22, American Samoa: 5-8 years"
2021-22,AUG,6530,789527,Oregon,0.0083,65+ years,"2021-22, Oregon: 65+ years"
2021-22,MAR,541795,1991746,California,0.272,9-12 years,"2021-22, California: 9-12 years"
2021-22,MAY,71895,188755.5,Georgia,0.3809,6-23 months,"2021-22, Georgia: 6-23 months"
2021-22,SEP,67955,1622553.5,Washington,0.0419,6 months to 17 years,"2021-22, Washington: 6 months to 17 years"
2022-23,AUG,0,1992,Republic of Palau,0,65+ years,"2022-23, Republic of Palau: 65+ years"
2022-23,DEC,,,South Carolina,,Overall,"2022-23, South Carolina: Overall"
2022-23,MAY,136925,361410,Pennsylvania (excluding Philadelphia County),0.3789,2-4 years,"2022-23, Pennsylvania (excluding Philadelphia County): 2-4 years"
2023-24,JAN,73727,174496,New York (excluding New York City),0.4225,6-23 months,"2023-24, New York (excluding New York City): 6-23 months"
2023-24,JAN,,,South Carolina,,9-12 years,"2023-24, South Carolina: 9-12 years"
2023-24,OCT,63264,302005,New York City,0.2095,2-4 years,"2023-24, New York City: 2-4 years"
2021-22,DEC,539,7700,Marshall Islands,0.07,50-64 years,"2021-22, Marshall Islands: 50-64 years"
2021-22,FEB,,,Massachusetts,,13-17 years,"2021-22, Massachusetts: 13-17 years"
2021-22,JUL,0,355.5,Republic of Palau,0,6-23 months,"2021-22, Republic of Palau: 6-23 months"
2021-22,MAR,49511,239102,Alabama,0.2071,5-8 years,"2021-22, Alabama: 5-8 years"
2021-22,OCT,221437,1478793,Utah,0.1497,18-49 years,"2021-22, Utah: 18-49 years"
2022-23,APR,274574,519316,Nevada,0.5287,65+ years,"2022-23, Nevada: 65+ years"
2023-24,OCT,59167,572469,Ohio,0.1034,9-12 years,"2023-24, Ohio: 9-12 years"
2022-23,APR,203217,708203.5,District of Columbia,0.2869,Overall,"2022-23, District of Columbia: Overall"
2022-23,JUN,128905,552427,Alaska,0.2333,18+ years,"2022-23, Alaska: 18+ years"
2022-23,MAR,,,Virginia,,5-8 years,"2022-23, Virginia: 5-8 years"
2023-24,DEC,,,Nebraska,,9-12 years,"2023-24, Nebraska: 9-12 years"
2023-24,FEB,1387315,6947836,New Jersey,0.1997,18+ years,"2023-24, New Jersey: 18+ years"
2023-24,JUL,5,569627,Ohio,8.7777e-06,5-8 years,"2023-24, Ohio: 5-8 years"
2021-22,APR,27425,104306,New Mexico,0.2629,5-8 years,"2021-22, New Mexico: 5-8 years"
2021-22,DEC,1134202,2089234,Illinois,0.5429,65+ years,"2021-22, Illinois: 65+ years"
2021-22,JAN,2663549,29172250,Texas,0.0913,Overall,"2021-22, Texas: Overall"
2021-22,NOV,147,11986,Guam,0.0123,9-12 years,"2021-22, Guam: 9-12 years"
2021-22,OCT,2165,15392.5,N. Mariana Islands,0.1406,6 months to 17 years,"2021-22, N. Mariana Islands: 6 months to 17 years"
2022-23,AUG,189,32005,District of Columbia,0.0059,5-8 years,"2022-23, District of Columbia: 5-8 years"
2022-23,JUL,93,1997031,Alabama,0,18-49 years,"2022-23, Alabama: 18-49 years"
2022-23,JUL,6,449237,Wyoming,0,18+ years,"2022-23, Wyoming: 18+ years"
2022-23,NOV,2456,37396.5,Puerto Rico,0.0657,6-23 months,"2022-23, Puerto Rico: 6-23 months"
2023-24,DEC,140619,1052713,Louisiana,0.1336,6 months to 17 years,"2023-24, Louisiana: 6 months to 17 years"
2023-24,DEC,385806,1622553.5,Washington,0.2378,6 months to 17 years,"2023-24, Washington: 6 months to 17 years"
2023-24,SEP,27,12246,Federated States of Micronesia,0.0022,50-64 years,"2023-24, Federated States of Micronesia: 50-64 years"
2021-22,DEC,41107,123698.5,Arizona,0.3323,6-23 months,"2021-22, Arizona: 6-23 months"
2021-22,FEB,,,New Hampshire,,5-8 years,"2021-22, New Hampshire: 5-8 years"
2021-22,FEB,1210385,7246622.5,Texas,0.167,6 months to 17 years,"2021-22, Texas: 6 months to 17 years"
2021-22,JAN,466331,1622553.5,Washington,0.2874,6 months to 17 years,"2021-22, Washington: 6 months to 17 years"
2021-22,JUN,983778,4311636,Florida,0.2282,50-64 years,"2021-22, Florida: 50-64 years"
2021-22,JUN,170173,515686,Pennsylvania (excluding Philadelphia County),0.33,9-12 years,"2021-22, Pennsylvania (excluding Philadelphia County): 9-12 years"
2023-24,FEB,2053976,8832618,New Jersey,0.2325,Overall,"2023-24, New Jersey: Overall"
2023-24,SEP,2909,236563,Wyoming,0.0123,18-49 years,"2023-24, Wyoming: 18-49 years"
2023-24,SEP,14469,291284,Minnesota,0.0497,5-8 years,"2023-24, Minnesota: 5-8 years"
2021-22,OCT,1532091,7650371.5,Washington,0.2003,Overall,"2021-22, Washington: Overall"
2022-23,APR,58954,205956,Utah,0.2862,5-8 years,"2022-23, Utah: 5-8 years"
2022-23,DEC,26021,236563,Wyoming,0.11,18-49 years,"2022-23, Wyoming: 18-49 years"
2022-23,DEC,435084,1222456,Maryland,0.3559,50-64 years,"2022-23, Maryland: 50-64 years"
2022-23,JUL,,,Virginia,,5-8 years,"2022-23, Virginia: 5-8 years"
2023-24,FEB,151,4073,U.S. Virgin Islands ,0.0371,2-4 years,"2023-24, U.S. Virgin Islands : 2-4 years"
2021-22,APR,,,Hawaii,,13-17 years,"2021-22, Hawaii: 13-17 years"
2021-22,APR,3660,9510.5,Wyoming,0.3848,6-23 months,"2021-22, Wyoming: 6-23 months"
2021-22,APR,164369,697429,Puerto Rico,0.2357,65+ years,"2021-22, Puerto Rico: 65+ years"
2022-23,DEC,1124966,2060818,New York (excluding New York City),0.5459,65+ years,"2022-23, New York (excluding New York City): 65+ years"
2022-23,MAY,1007,6738,Marshall Islands,0.1495,5-8 years,"2022-23, Marshall Islands: 5-8 years"
2022-23,NOV,294688,1239735,Philadelphia,0.2377,18+ years,"2022-23, Philadelphia: 18+ years"
2023-24,OCT,238384,2624172,Puerto Rico,0.0908,18+ years,"2023-24, Puerto Rico: 18+ years"
2022-23,OCT,80606,626171,Illinois,0.1287,9-12 years,"2022-23, Illinois: 9-12 years"
2022-23,SEP,13702,178554.5,North Carolina,0.0767,6-23 months,"2022-23, North Carolina: 6-23 months"
2023-24,AUG,,,Virginia,,13-17 years,"2023-24, Virginia: 13-17 years"
2023-24,JUL,316,4638094,Florida,0.0001,65+ years,"2023-24, Florida: 65+ years"
2023-24,MAR,467727,1101973,Maine,0.4244,18+ years,"2023-24, Maine: 18+ years"
2023-24,OCT,,,Nebraska,,6 months to 17 years,"2023-24, Nebraska: 6 months to 17 years"
2021-22,JAN,2456168,10647521,Georgia,0.2307,Overall,"2021-22, Georgia: Overall"
2021-22,JUL,26,569627,Ohio,0,5-8 years,"2021-22, Ohio: 5-8 years"
2021-22,MAY,14531,32606.5,Idaho,0.4456,6-23 months,"2021-22, Idaho: 6-23 months"
2021-22,NOV,104383,365488,New York (excluding New York City),0.2856,2-4 years,"2021-22, New York (excluding New York City): 2-4 years"
2021-22,OCT,46874,461203,New Mexico,0.1016,6 months to 17 years,"2021-22, New Mexico: 6 months to 17 years"
2022-23,AUG,93,33304,Delaware,0.0028,2-4 years,"2022-23, Delaware: 2-4 years"
2023-24,NOV,417920,789527,Oregon,0.5293,65+ years,"2023-24, Oregon: 65+ years"
2023-24,OCT,11785,155373,Oklahoma,0.0758,2-4 years,"2023-24, Oklahoma: 2-4 years"
2022-23,JUL,34,607964,Illinois,0.0001,5-8 years,"2022-23, Illinois: 5-8 years"
2022-23,MAR,107311,747775,Idaho,0.1435,18-49 years,"2022-23, Idaho: 18-49 years"
2022-23,NOV,239512,1321503,Arizona,0.1812,50-64 years,"2022-23, Arizona: 50-64 years"
2022-23,NOV,81948,128594,Vermont,0.6373,65+ years,"2022-23, Vermont: 65+ years"
2022-23,SEP,1704,157739,Arkansas,0.0108,9-12 years,"2022-23, Arkansas: 9-12 years"
2023-24,JUL,0,133652,Vermont,0,50-64 years,"2023-24, Vermont: 50-64 years"
2021-22,APR,44633,103776,Wyoming,0.4301,65+ years,"2021-22, Wyoming: 65+ years"
2021-22,AUG,2761,1814542,North Carolina,0.0015,65+ years,"2021-22, North Carolina: 65+ years"
2021-22,DEC,33751,55949,Maine,0.6032,9-12 years,"2021-22, Maine: 9-12 years"
2022-23,APR,6445,114544,Guam,0.0563,18+ years,"2022-23, Guam: 18+ years"
2022-23,DEC,20147,113842,Arkansas,0.177,2-4 years,"2022-23, Arkansas: 2-4 years"
2022-23,JUL,3,8151,Marshall Islands,0.0004,13-17 years,"2022-23, Marshall Islands: 13-17 years"
2023-24,SEP,1303,55856,West Virginia,0.0233,2-4 years,"2023-24, West Virginia: 2-4 years"
2023-24,SEP,140776,3956445.5,Oklahoma,0.0356,Overall,"2023-24, Oklahoma: Overall"
2022-23,NOV,8147261,30576844,California,0.2665,18+ years,"2022-23, California: 18+ years"
2022-23,OCT,248986,2247245.5,North Carolina,0.1108,6 months to 17 years,"2022-23, North Carolina: 6 months to 17 years"
2023-24,JUL,101,1180543,Tennessee,0.0001,65+ years,"2023-24, Tennessee: 65+ years"
2023-24,MAR,78113,123141,North Dakota,0.6343,65+ years,"2023-24, North Dakota: 65+ years"
2023-24,MAR,10287,101371,Federated States of Micronesia,0.1015,Overall,"2023-24, Federated States of Micronesia: Overall"
2023-24,NOV,91981,504671,North Carolina,0.1823,5-8 years,"2023-24, North Carolina: 5-8 years"
2021-22,JUL,9,36097,Marshall Islands,0.0002,18-49 years,"2021-22, Marshall Islands: 18-49 years"
2021-22,JUL,,,Rhode Island,,6-23 months,"2021-22, Rhode Island: 6-23 months"
2022-23,MAR,111657,332603,Florida,0.3357,6-23 months,"2022-23, Florida: 6-23 months"
2022-23,MAY,,,Virginia,,13-17 years,"2022-23, Virginia: 13-17 years"
2023-24,AUG,55836,11026194,New York (excluding New York City),0.0051,Overall,"2023-24, New York (excluding New York City): Overall"
2023-24,FEB,233722,760079.5,North Dakota,0.3075,Overall,"2023-24, North Dakota: Overall"
2023-24,SEP,132366,4391080,New York (excluding New York City),0.0301,18-49 years,"2023-24, New York (excluding New York City): 18-49 years"
2021-22,AUG,1618,742187,Ohio,0.0022,13-17 years,"2021-22, Ohio: 13-17 years"
2021-22,MAY,5969,15641.5,American Samoa,0.3816,6 months to 17 years,"2021-22, American Samoa: 6 months to 17 years"
2021-22,MAY,2461096,8567802,California,0.2872,6 months to 17 years,"2021-22, California: 6 months to 17 years"
2021-22,OCT,30839,75066,Maine,0.4108,13-17 years,"2021-22, Maine: 13-17 years"
2022-23,APR,29415,79533.5,Kentucky,0.3698,6-23 months,"2022-23, Kentucky: 6-23 months"
2022-23,DEC,,,Rhode Island,,5-8 years,"2022-23, Rhode Island: 5-8 years"
2022-23,DEC,12059,46331,Delaware,0.2603,9-12 years,"2022-23, Delaware: 9-12 years"
2022-23,FEB,,,Rhode Island,,5-8 years,"2022-23, Rhode Island: 5-8 years"
2023-24,SEP,1663,79949,West Virginia,0.0208,5-8 years,"2023-24, West Virginia: 5-8 years"
2021-22,AUG,15180,4574131,Wisconsin,0.0033,18+ years,"2021-22, Wisconsin: 18+ years"
2021-22,MAR,453667,1308751,New York City,0.3466,65+ years,"2021-22, New York City: 65+ years"
2022-23,JAN,,,Nebraska,,6 months to 17 years,"2022-23, Nebraska: 6 months to 17 years"
2022-23,MAR,78723,347351,Indiana,0.2266,5-8 years,"2022-23, Indiana: 5-8 years"
2022-23,MAR,1001560,3226163.5,Utah,0.3104,Overall,"2022-23, Utah: Overall"
2022-23,SEP,6276,553690.5,Puerto Rico,0.0113,6 months to 17 years,"2022-23, Puerto Rico: 6 months to 17 years"
2023-24,AUG,6817,2225691,Pennsylvania (excluding Philadelphia County),0.0031,6 months to 17 years,"2023-24, Pennsylvania (excluding Philadelphia County): 6 months to 17 years"
2023-24,DEC,196377,293776,Maine,0.6685,65+ years,"2023-24, Maine: 65+ years"
2023-24,DEC,6490,101371,Federated States of Micronesia,0.064,Overall,"2023-24, Federated States of Micronesia: Overall"
2023-24,FEB,525204,2512075,Maryland,0.2091,18-49 years,"2023-24, Maryland: 18-49 years"
2023-24,FEB,131863,360714,New York City,0.3656,9-12 years,"2023-24, New York City: 9-12 years"
2023-24,MAR,148,6226,U.S. Virgin Islands ,0.0238,9-12 years,"2023-24, U.S. Virgin Islands : 9-12 years"
2021-22,JUN,190692,514913,New York (excluding New York City),0.3703,9-12 years,"2021-22, New York (excluding New York City): 9-12 years"
2021-22,MAR,8470,41226,Alaska,0.2055,5-8 years,"2021-22, Alaska: 5-8 years"
2021-22,MAY,,,New Hampshire,,50-64 years,"2021-22, New Hampshire: 50-64 years"
2022-23,APR,2034,27742,Guam,0.0733,50-64 years,"2022-23, Guam: 50-64 years"
2022-23,JUL,13,301827,Louisiana,0,13-17 years,"2022-23, Louisiana: 13-17 years"
2022-23,JUL,,,Nebraska,,18+ years,"2022-23, Nebraska: 18+ years"
2022-23,JUN,50121,322724,Alaska,0.1553,18-49 years,"2022-23, Alaska: 18-49 years"
2022-23,MAY,610575,5025173,Texas,0.1215,50-64 years,"2022-23, Texas: 50-64 years"
2022-23,SEP,,,Virginia,,18-49 years,"2022-23, Virginia: 18-49 years"
2023-24,AUG,,,Kansas,,6 months to 17 years,"2023-24, Kansas: 6 months to 17 years"
2023-24,DEC,101,1951,U.S. Virgin Islands ,0.0518,6-23 months,"2023-24, U.S. Virgin Islands : 6-23 months"
2023-24,FEB,239817,875398,Kentucky,0.274,50-64 years,"2023-24, Kentucky: 50-64 years"
2021-22,AUG,127774,5976166,California,0.0214,65+ years,"2021-22, California: 65+ years"
2021-22,AUG,47423,9124576,Ohio,0.0052,18+ years,"2021-22, Ohio: 18+ years"
2021-22,DEC,4783,8232,Vermont,0.581,6-23 months,"2021-22, Vermont: 6-23 months"
2021-22,JAN,157429,708203.5,District of Columbia,0.2223,Overall,"2021-22, District of Columbia: Overall"
